blame_merge_priorityMinor_mean;issues_priorityMajor_max;issues_priorityMinor_mean;NM;issues_priorityMinor_std;NumberOfMathOperations_mean;Maximum Complexity*;issues_priorityMajor_std;Maximum Depth_max;PMi;MaxNumberOfNestedBlocks_25%;blame_merge_priorityMinor_min;NMIR;Maximum Depth_min;NMI;SIX;blame_merge_priorityMinor_count;blamemerge_priorityMinor_mean;Ad;Bugged;Average Statements per Method;NumberOfMathOperations_25%;Ai;MaxNumberOfNestedBlocks_max;blame_merge_priorityMajor_max;NumberOfMathOperations_75%;NOPa;NumberOfModifiers_std;blamemerge_priorityMajor_mean;Maximum Block Depth;NumberOfModifiers_50%;NumberOfModifiers_max;Maximum Depth_std;NumberOfMethods_Mood;Mi;Ao;blamemerge_priorityMajor_max;MaxNumberOfNestedBlocks_50%;issues_priorityMinor_max;blame_merge_priorityMajor_std;NumberOfModifiers_count;blamemerge_priorityMinor_std;Maximum Depth_50%;Maximum Depth_75%;NumberOfMathOperations_50%;NF;NumberOfMathOperations_std;blame_merge_priorityMajor_min;NumberOfMathOperations_min;MaxNumberOfNestedBlocks_std;NumberOfModifiers_75%;Ait;HMi;MaxNumberOfNestedBlocks_min;blame_merge_priorityMajor_mean;MaxNumberOfNestedBlocks_75%;NumberOfModifiers_min;blame_merge_priorityMinor_std;NumberOfMathOperations_max;Av;issues_priorityMajor_min;issues_priorityMajor_count;issues_priorityMinor_min;Maximum Depth_25%;issues_priorityMinor_count;issues_priorityMajor_mean;HMd;blamemerge_priorityMajor_std;blamemerge_priorityMajor_count;blame_merge_priorityMajor_count;MaxNumberOfNestedBlocks_mean;Average Block Depth;Ma;NumberOfModifiers_mean;PMR;Maximum Depth_mean;Mit;blamemerge_priorityMinor_count;NMA;Maximum Depth_count;Md;NumberOfMathOperations_count;Average Complexity*;blamemerge_priorityMinor_max;blame_merge_priorityMinor_max;Mo;blamemerge_priorityMinor_min;MaxNumberOfNestedBlocks_count;blamemerge_priorityMajor_min;NumberOfModifiers_25%;PMd
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;True;7.5;0.5;0.0;0.0;0.0;1.5;0.0;5.656854249492381;1.0;2.0;5.0;9.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;1.0;0.0;1.4142135623730951;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;64.0;0.0;2.0;64.0;1.0;0.0;0.0;768.0;0.0;0.0;0.78;0.0;5.0;0.0;2.0;0.0;768.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;True;6.0;0.5;0.0;0.0;0.0;1.5;0.0;5.656854249492381;1.0;2.0;5.0;9.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;1.0;0.0;1.4142135623730951;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;4.0;0.0;2.0;4.0;1.0;0.0;0.0;368.0;0.0;0.0;0.7;0.0;5.0;0.0;2.0;0.0;368.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.4142135623730951;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;1.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;68.0;0.0;0.5;68.0;1.0;0.0;0.0;176.0;0.0;0.0;0.67;0.0;1.0;0.0;1.0;0.0;176.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;64.0;0.0;2.0;64.0;1.0;0.0;0.0;568.0;0.0;0.0;0.64;0.0;1.0;0.0;2.0;0.0;568.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;18.0;0.0;2.0;18.0;1.0;0.0;0.0;212.0;0.0;0.0;0.67;0.0;1.0;0.0;2.0;0.0;212.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;True;22.0;0.0;0.0;0.0;0.0;0.0;0.0;5.656854249492381;1.0;2.0;5.0;9.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;18.0;0.0;2.0;18.0;1.0;0.0;0.0;672.0;0.0;0.0;1.26;0.0;5.0;0.0;2.0;0.0;672.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0
0.0;1.0;0.0;0.0;0.0;0.5;1.0;0.15978876715528387;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;True;4.0;0.25;0.0;0.0;0.0;0.75;0.0;5.656854249492381;0.9920191540303273;2.0;5.0;9.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.5;0.0;0.7071067811865476;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;268.0;0.0;2.0;268.0;0.9738805970149254;0.0;0.08901390717842213;1253.0;0.0;0.0;0.57;0.0;5.0;0.0;2.0;0.0;1253.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;174.0;0.0;2.0;174.0;1.0;0.0;0.0;633.0;0.0;0.0;0.77;0.0;1.0;0.0;2.0;0.0;633.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.3333333333333333;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;1.0;2.0;9.0;9.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;2.0;2.0;0.0;0.0;0.5773502691896258;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;1.0;177.0;0.0;2.0;177.0;1.0;0.0;0.0;510.0;0.0;0.0;1.04;0.0;9.0;0.0;2.0;0.0;510.0;0.0;3.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;9.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;3.5;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;9.0;9.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;1.0;0.0;1.0;9.0;0.0;1.0;0.0;1.0;19.0;0.0;0.0;19.0;1.0;0.0;0.0;348.0;0.0;1.0;1.36;0.0;9.0;0.0;0.0;0.0;348.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;3.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;139.0;0.0;0.0;1.47;0.0;1.0;0.0;2.0;0.0;139.0;0.0;11.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;11.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;5.0;0.0;0.6;15.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;False;10.6;0.0;0.0;4.0;0.0;1.0;0.0;1.6431676725154984;1.0;6.0;4.0;4.0;0.0;5.0;0.0;0.0;1.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;0.8944271909999159;0.0;0.0;1.5811388300841898;4.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;1.0;784.0;0.0;0.0;784.0;1.0;3.0;0.0;3419.0;0.0;2.0;2.04;5.0;2.8;0.4;0.0;0.0;3419.0;5.0;0.0;5.0;5.0;5.6;0.0;0.0;0.0;0.0;5.0;1.0;1.0;2.0
0.0;1.0;0.0;6.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;False;1.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;0.0;2.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;232.0;0.0;2.0;232.0;1.0;0.0;0.0;3960.0;0.0;0.0;1.2;9.0;1.0;1.0;2.0;0.0;3960.0;9.0;3.0;9.0;6.0;1.0;0.0;0.0;0.0;0.0;6.0;1.0;1.0;9.0
0.0;1.0;0.0;3.0;0.0;0.3333333333333333;6.0;0.0;5.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;False;9.5;0.0;0.0;3.0;0.0;0.5;0.0;1.0;1.0;5.0;1.0;2.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;5.0;5.0;0.0;5.0;0.5773502691896258;0.0;0.0;1.1547005383792517;1.5;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;416.0;0.0;5.0;416.0;1.0;2.0;0.0;1916.0;0.0;1.6666666666666667;1.76;4.0;1.0;0.5;5.0;0.0;1916.0;4.0;1.0;4.0;3.0;3.5;0.0;0.0;0.0;0.0;3.0;1.0;0.5;2.0
0.0;1.0;0.0;9.0;0.0;0.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;8.0;False;4.5;0.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;6.0;1.0;4.0;0.40824829046386296;9.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;0.0;2.0;2.0;0.0;8.0;0.0;0.0;0.0;1.3944333775567928;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;232.0;0.0;2.0;232.0;1.0;1.0;0.0;9420.0;0.0;0.7777777777777778;1.88;10.0;1.3333333333333333;0.9;2.1666666666666665;0.0;9420.0;10.0;6.0;10.0;9.0;2.0;0.0;0.0;0.0;0.0;9.0;1.0;1.0;9.0
0.0;1.0;0.0;5.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;4.0;0.0;0.0;2.0;0.0;0.0;0.0;2.8809720581775866;1.0;4.0;4.0;9.0;0.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.8366600265340756;4.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;232.0;0.0;0.0;232.0;1.0;3.0;0.0;5245.0;0.0;0.8;1.39;5.0;4.4;0.4;0.0;0.0;5245.0;5.0;0.0;5.0;5.0;2.8;0.0;0.0;0.0;0.0;5.0;1.0;4.0;2.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;116.0;0.0;0.0;116.0;1.0;0.0;0.0;1650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;10.0;0.0;0.2;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;False;14.1;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;5.0;10.0;10.0;0.0;10.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;0.4472135954999581;0.0;0.0;1.224744871391589;10.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;1.0;0.0;1.0;232.0;0.0;0.0;232.0;1.0;10.0;0.0;22167.0;0.0;1.0;2.22;11.0;10.0;0.090909091;0.0;0.0;22167.0;11.0;0.0;11.0;5.0;3.0;0.0;0.0;0.0;0.0;5.0;1.0;10.0;1.0
0.0;1.0;0.0;10.0;0.0;0.6;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;False;14.1;0.0;0.0;3.0;0.0;0.0;0.0;3.5777087639996643;1.0;5.0;10.0;10.0;0.0;10.0;0.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;1.3416407864998738;0.0;0.0;1.0954451150103324;10.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;1.0;232.0;0.0;0.0;232.0;1.0;10.0;0.0;22167.0;0.0;1.2;2.22;11.0;8.4;0.090909091;0.0;0.0;22167.0;11.0;0.0;11.0;5.0;3.0;0.0;0.0;0.0;0.0;5.0;1.0;10.0;1.0
0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;116.0;0.0;0.0;116.0;1.0;0.0;0.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;460.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0
0.0;1.0;0.0;7.0;0.0;0.14285714285714285;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;7.5;0.0;0.0;5.0;0.0;0.0;0.0;12.229939843328284;1.0;7.0;10.0;42.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;0.3779644730092273;0.0;0.0;1.799470821684875;10.0;0.0;0.0;0.0;0.0;1.5;9.0;0.0;1.0;0.0;1.0;116.0;0.0;0.0;116.0;1.0;6.0;0.0;7420.0;0.0;1.2857142857142858;2.46;8.0;14.285714285714285;0.25;0.0;0.0;7420.0;8.0;0.0;8.0;7.0;4.38;0.0;0.0;0.0;0.0;7.0;1.0;9.5;2.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;161.0;0.0;0.0;161.0;1.0;0.0;0.0;510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;248.0;0.0;0.0;248.0;1.0;0.0;0.0;692.0;0.0;0.0;0.57;0.0;1.0;0.0;0.0;0.0;692.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;116.0;0.0;2.0;116.0;1.0;0.0;0.0;1027.0;0.0;0.0;0.78;0.0;1.0;0.0;2.0;0.0;1027.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;45.0;0.0;2.0;45.0;1.0;0.0;0.0;248.0;0.0;0.0;0.5;0.0;1.0;0.0;2.0;0.0;248.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;45.0;0.0;0.0;45.0;1.0;0.0;0.0;305.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;305.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;190.0;0.0;0.0;190.0;1.0;0.0;0.0;519.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;519.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;116.0;0.0;0.0;116.0;1.0;0.0;0.0;1085.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1085.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;116.0;0.0;0.0;116.0;1.0;0.0;0.0;326.0;0.0;0.0;0.44;0.0;1.0;0.0;0.0;0.0;326.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;161.0;0.0;0.0;161.0;1.0;0.0;0.0;1602.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1602.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;3.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;9.0;9.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;1.0;226.0;0.0;2.0;226.0;1.0;0.0;0.0;2365.0;0.0;0.0;0.5;0.0;9.0;0.0;2.0;0.0;2365.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;0.0
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;250.0;0.0;2.0;250.0;1.0;0.0;0.0;2200.0;0.0;0.0;0.73;0.0;1.0;0.0;2.0;0.0;2200.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;False;4.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;2.0;9.0;9.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;3.0;0.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;3.0;0.0;1.0;118.0;0.0;2.0;118.0;1.0;0.0;0.0;450.0;0.0;0.0;0.56;0.0;9.0;0.0;2.0;0.0;450.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;9.0;0.0
0.0;1.0;0.0;0.0;0.0;0.25;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.75;0.0;0.0;0.0;0.0;0.25;0.0;1.7320508075688772;1.0;2.0;2.5;4.0;1.4142135623730951;4.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;1.0;1.5;0.0;0.0;0.5;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;145.0;0.0;0.5;145.0;1.0;0.0;0.0;3465.0;0.0;0.0;0.64;0.0;2.5;0.0;1.0;0.0;3465.0;0.0;2.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0
