,parent_changed_lines,parent_used_lines,parent_changed_used_lines,parent_methods_used_lines,parent_methods_changed_used_lines,parent_methods_count,parent_lines_hunks,parent_used_lines_hunks,used_added_lines+used_removed_lines,used_added_lines-used_removed_lines,parent_WhileStatement,parent_ThrowStatement,parent_BreakStatement,parent_SwitchStatement,parent_LocalVariableDeclaration,parent_ArraySelector,parent_ForStatement,parent_MemberReference,parent_ExplicitConstructorInvocation,parent_BlockStatement,parent_FieldDeclaration,parent_ArrayCreator,parent_EnhancedForControl,parent_ContinueStatement,parent_TryResource,parent_VariableDeclarator,parent_CatchClause,parent_BinaryOperation,parent_ArrayInitializer,parent_MethodInvocation,parent_Assignment,parent_StatementExpression,parent_Annotation,parent_IfStatement,parent_SwitchStatementCase,parent_ClassReference,parent_FormalParameter,parent_TryStatement,parent_SuperConstructorInvocation,parent_VariableDeclaration,parent_SuperMethodInvocation,parent_Cast,parent_ReturnStatement,parent_ClassCreator,parent_Literal,parent_ForControl,parent_TernaryExpression,parent_MethodDeclaration,parent_This,parent_AssertStatement,parent_SynchronizedStatement,parent_DoStatement,delta_WhileStatement,delta_ThrowStatement,delta_BreakStatement,delta_SwitchStatement,delta_LocalVariableDeclaration,delta_ArraySelector,delta_ForStatement,delta_MemberReference,delta_ExplicitConstructorInvocation,delta_BlockStatement,delta_ArrayCreator,delta_EnhancedForControl,delta_ContinueStatement,delta_TryResource,delta_VariableDeclarator,delta_CatchClause,delta_BinaryOperation,delta_ArrayInitializer,delta_MethodInvocation,delta_Assignment,delta_StatementExpression,delta_Annotation,delta_IfStatement,delta_SwitchStatementCase,delta_ClassReference,delta_FormalParameter,delta_TryStatement,delta_SuperConstructorInvocation,delta_VariableDeclaration,delta_SuperMethodInvocation,delta_Cast,delta_ReturnStatement,delta_ClassCreator,delta_Literal,delta_ForControl,delta_TernaryExpression,delta_MethodDeclaration,delta_This,delta_AssertStatement,delta_SynchronizedStatement,ast_diff_wrapsMethod,ast_diff_wrongVarRef,ast_diff_wrongMethodRef,ast_diff_constChange,ast_diff_binOperatorModif,ast_diff_assignAdd,ast_diff_assignRem,ast_diff_assignExpChange,ast_diff_condBranIfAdd,ast_diff_condBranIfElseAdd,ast_diff_condBranElseAdd,ast_diff_condBranCaseAdd,ast_diff_condBranRem,ast_diff_condExpExpand,ast_diff_condExpRed,ast_diff_condExpMod,ast_diff_loopAdd,ast_diff_loopRem,ast_diff_loopCondChange,ast_diff_mcAdd,ast_diff_mcRem,ast_diff_mcRepl,ast_diff_mcMove,ast_diff_mcParAdd,ast_diff_mcParRem,ast_diff_mcParSwap,ast_diff_mcParValChange,ast_diff_mdAdd,ast_diff_mdRem,ast_diff_mdRen,ast_diff_mdParAdd,ast_diff_mdParRem,ast_diff_mdModChange,ast_diff_mdOverride,ast_diff_objInstAdd,ast_diff_objInstRem,ast_diff_objInstMod,ast_diff_exTryCatchAdd,ast_diff_exTryCatchRem,ast_diff_exThrowsAdd,ast_diff_exThrowsRem,ast_diff_retBranchAdd,ast_diff_retRem,ast_diff_retExpChange,ast_diff_varAdd,ast_diff_varRem,ast_diff_varModChange,ast_diff_varReplVar,ast_diff_tyAdd,ast_diff_tyImpInterf,commit insert bug?
5994,10.0,400.0,10.0,467.0,11.0,37.0,5.0,5.0,20,0.0,1.0,9.0,0.0,0.0,41.0,4.0,4.0,317.0,1.0,96.0,0.0,2.0,4.0,0.0,0.0,35.0,9.0,44.0,0.0,256.0,14.0,104.0,0.0,76.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,18.0,11.0,15.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7046,1.0,75.0,1.0,41.0,0.0,6.0,1.0,1.0,5,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,27.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,19.0,3.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,30.0,3.0,10.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,13.0,0.0,0.0,63.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
353,3.0,15.0,3.0,7.0,3.0,2.0,1.0,1.0,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6731,21.0,247.0,21.0,218.0,21.0,8.0,5.0,5.0,66,24.0,0.0,0.0,4.0,1.0,22.0,0.0,13.0,66.0,0.0,39.0,0.0,0.0,11.0,2.0,1.0,19.0,1.0,40.0,0.0,117.0,9.0,68.0,0.0,25.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,4.0,1.0,108.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,13.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,12.0,0.0,2.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,15.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7639,4.0,290.0,4.0,206.0,3.0,8.0,4.0,4.0,39,31.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,131.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,34.0,0.0,113.0,27.0,66.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,99.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,29.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,22.0,3.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,28.0,0.0,1.0,78.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
1562,2.0,47.0,2.0,30.0,1.0,1.0,2.0,2.0,4,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,11.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,1.0,2.0,69.0,0.0,16.0,0.0,1.0,0.0,1.0,18.0,4.0,16.0,0.0,82.0,8.0,29.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,13.0,11.0,35.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,86.0,0.0,0.0,0.0,90.0,0.0,0.0,257.0,5.0,0.0,0.0,11.0,0.0,0.0,4.0,14.0,0.0,16.0,4.0,0.0,2.0,0.0,13.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0
4738,0.0,288.0,0.0,237.0,0.0,27.0,0.0,0.0,14,14.0,1.0,9.0,0.0,0.0,19.0,9.0,7.0,129.0,0.0,47.0,0.0,5.0,3.0,0.0,0.0,22.0,2.0,53.0,2.0,119.0,6.0,26.0,0.0,31.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,30.0,11.0,58.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,24.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,27.0,49.0,27.0,35.0,27.0,4.0,8.0,8.0,28,-26.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-12.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-6.0,0.0,-1.0,0.0,-10.0,0.0,-8.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,23.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
651,16.0,213.0,16.0,293.0,24.0,19.0,6.0,6.0,31,-1.0,4.0,2.0,18.0,2.0,30.0,0.0,2.0,165.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,28.0,2.0,31.0,0.0,134.0,19.0,110.0,0.0,27.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,3.0,11.0,72.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4143,2.0,147.0,2.0,115.0,2.0,6.0,2.0,2.0,9,5.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,67.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,13.0,2.0,15.0,0.0,57.0,14.0,30.0,0.0,13.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,4.0,6.0,4.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,0.0,48.0,0.0,33.0,0.0,5.0,0.0,0.0,9,9.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,1.0,79.0,1.0,59.0,1.0,10.0,1.0,1.0,2,0.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,10.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8327,1.0,562.0,1.0,544.0,1.0,39.0,1.0,1.0,2,0.0,2.0,1.0,1.0,0.0,65.0,1.0,26.0,332.0,0.0,100.0,0.0,2.0,14.0,0.0,0.0,69.0,2.0,93.0,2.0,275.0,56.0,137.0,0.0,62.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,4.0,38.0,12.0,192.0,12.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8701,0.0,260.0,0.0,186.0,0.0,15.0,0.0,0.0,8,8.0,1.0,6.0,0.0,0.0,19.0,0.0,4.0,99.0,0.0,30.0,0.0,0.0,4.0,0.0,0.0,18.0,6.0,15.0,0.0,81.0,15.0,41.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,10.0,7.0,43.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4031,1.0,47.0,1.0,27.0,1.0,1.0,1.0,1.0,5,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,19.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,14.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6423,1.0,59.0,1.0,32.0,0.0,3.0,1.0,1.0,2,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,13.0,2.0,2.0,124.0,0.0,25.0,1.0,0.0,1.0,0.0,14.0,6.0,65.0,0.0,89.0,26.0,96.0,0.0,16.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,23.0,86.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,11.0,4.0,4.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,86.0,0.0,0.0,0.0,75.0,0.0,0.0,352.0,11.0,0.0,0.0,10.0,0.0,0.0,4.0,20.0,0.0,25.0,9.0,0.0,2.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,4.0,0.0
6895,11.0,75.0,11.0,50.0,3.0,4.0,5.0,5.0,18,-4.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,26.0,6.0,8.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
